Handle,Title,Body (HTML),Vendor,Type,Tags,Collection,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit
tag-line-id-small-tag-namaste,,,,,,,,,Add Stamping,,Add Charm,,Add Birthstone,NAMASTE-TAG-1007,14,,1,deny,manual,17,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,oz
personalized-mustache-pet-id-tag-copper-silver-or-brass,"Personalized Mustache Pet ID Tag - Copper, Silver or Brass","<span>The Loving Paw's most popular item!</span><br><br><span>This listing is for one custom 2 1/4"" mustache pet ID Tag. Please choose from between copper, brass or nickel silver from the menu &amp; remember to include your pet's name &amp; phone number in the notes at checkout! (One name &amp; one phone number max)</span><br><br><span>Silver is SOLD OUT!</span><br><br><span>If there is something that you would like that you don't see, please feel free to message me. I would be happy to work with you to create a custom piece.</span><br><br><span>* A percentage of each order goes to animal rescue organizations *</span><br><br><span>Gift wrapping available for this item here:</span><br><a href=""http://www.etsy.com/listing/153027723/gift-wrapping-add-on?ref=shop_home_active"" target=""_blank"">http://www.etsy.com/listing/153027723/gift-wrapping-add-on?ref=shop_home_active</a>",The Loving Paw,ID Tag,ID Tag,ID Tag,TRUE,Material,Copper,Add-on a Charm (+ $3.00),No Charm,Add Swarovski Crystal Birthstone Charm (+ $3.00),No Birthstone,MUSTACHE-TAG-1000,14,shopify,10,deny,manual,12,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/MUSTACHE-TAG-1000_IMG1_4498e836-e5fd-47f6-9b63-ceb89832a072.jpg?16078887528086111488,,FALSE,,,,,,,,,,,,,,,,,oz
personalized-mustache-pet-id-tag-copper-silver-or-brass,,,,,,,,,Copper,,No Charm,,Add Birthstone,MUSTACHE-TAG-1001,14,shopify,10,deny,manual,15,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/MUSTACHE-TAG-1000_IMG2_238bd1a8-a789-4262-914c-d74514036e9b.jpg?16078887528086111488,,,,,,,,,,,,,,,,,,,oz
personalized-mustache-pet-id-tag-copper-silver-or-brass,,,,,,,,,Copper,,Add Charm,,No Birthstone,MUSTACHE-TAG-1002,14,shopify,10,deny,manual,15,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/MUSTACHE-TAG-1000_IMG3_97a23eae-b694-475a-8e02-3ca081a6d12c.jpg?16078887528086111488,,,,,,,,,,,,,,,,,,,oz
personalized-mustache-pet-id-tag-copper-silver-or-brass,,,,,,,,,Copper,,Add Charm,,Add Birthstone,MUSTACHE-TAG-1003,14,shopify,10,deny,manual,18,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/MUSTACHE-TAG-1000_IMG4_503ff9e5-b846-485e-ba92-b3e96271240e.jpg?16078887528086111488,,,,,,,,,,,,,,,,,,,oz
personalized-mustache-pet-id-tag-copper-silver-or-brass,,,,,,,,,Brass,,No Charm,,No Birthstone,MUSTACHE-TAG-1004,,,,,,12,,,,,https://cdn.shopify.com/s/files/1/0760/5531/files/MUSTACHE-TAG-1000_IMG5_99661b0a-1410-49a6-9e39-6686b9a0577e.jpg?16078887528086111488,,,,,,,,,,,,,,,,,,,oz
personalized-mustache-pet-id-tag-copper-silver-or-brass,,,,,,,,,Brass,,No Charm,,Add Birthstone,MUSTACHE-TAG-1005,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,oz
personalized-mustache-pet-id-tag-copper-silver-or-brass,,,,,,,,,Brass,,Add Charm,,No Birthstone,MUSTACHE-TAG-1006,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,oz
personalized-mustache-pet-id-tag-copper-silver-or-brass,,,,,,,,,Brass,,Add Charm,,Add Birthstone,MUSTACHE-TAG-1007,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,oz
personalized-mustache-pet-id-tag-copper-silver-or-brass,,,,,,,,,Silver,,No Charm,,No Birthstone,MUSTACHE-TAG-1008,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,oz
personalized-mustache-pet-id-tag-copper-silver-or-brass,,,,,,,,,Silver,,No Charm,,Add Birthstone,MUSTACHE-TAG-1009,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,oz
personalized-mustache-pet-id-tag-copper-silver-or-brass,,,,,,,,,Silver,,Add Charm,,No Birthstone,MUSTACHE-TAG-1010,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,oz
personalized-mustache-pet-id-tag-copper-silver-or-brass,,,,,,,,,Silver,,Add Charm,,Add Birthstone,MUSTACHE-TAG-1011,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,oz
personalized-mustache-pet-id-tag-copper-silver-or-brass,,,,,,,,,Nickel,,No Charm,,No Birthstone,MUSTACHE-TAG-1012,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,oz
personalized-mustache-pet-id-tag-copper-silver-or-brass,,,,,,,,,Nickel,,No Charm,,Add Birthstone,MUSTACHE-TAG-1013,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,oz
personalized-mustache-pet-id-tag-copper-silver-or-brass,,,,,,,,,Nickel,,Add Charm,,No Birthstone,MUSTACHE-TAG-1014,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,oz
personalized-mustache-pet-id-tag-copper-silver-or-brass,,,,,,,,,Nickel,,Add Charm,,Add Birthstone,MUSTACHE-TAG-1015,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,oz
tag-line-id-tag-keep-calm-call-my-mom-1,Tag Line ID Tag - Keep Calm & Call My Mom,"<span>This listing is for one aluminum pet tag with a tag line. It is 1.25"" and extremely light weight for your pet's comfort. Please choose the design &amp; shape that you like from the menu. If you don't choose one, we will use the design shown in picture 1.</span><br><br><span>If you see another font or shape that you like, we are happy to custom make anything for you. Feel free to use your own creative tag line too!</span><br><br><span>To add a name &amp; phone number to the back of this tag please purchase here:</span><br><a href=""https://www.etsy.com/listing/153459818/add-on-name-phone-number-to-tag-line?ref=shop_home_active"" target=""_blank"">https://www.etsy.com/listing/153459818/add-on-name-phone-number-to-tag-line?ref=shop_home_active</a><br><br><span>Gift wrapping for this item is available here:</span><br><a href=""https://www.etsy.com/listing/153027723/gift-wrapping-add-on?ref=shop_home_active"" target=""_blank"">https://www.etsy.com/listing/153027723/gift-wrapping-add-on?ref=shop_home_active</a>",The Loving Paw,ID Tag,ID Tag,ID Tag,TRUE,Add Custom Stamping (+ $3.00),No Stamping,Add-on a Charm (+ $3.00),No Charm,Add Swarovski Crystal Birthstone Charm (+ $3.00),No Birthstone,KEEPCALM-TAG-1000,14,shopify,10,deny,manual,10,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/KEEPCALM-TAG-1000_IMG1_5b266855-9288-493a-948f-f502ce5af8cf.jpg?16078887528086111488,,FALSE,,,,,,,,,,,,,,,,,oz
tag-line-id-tag-keep-calm-call-my-mom-1,,,,,,,,,No Stamping,,No Charm,,Add Birthstone,KEEPCALM-TAG-1001,14,shopify,10,deny,manual,13,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/KEEPCALM-TAG-1000_IMG2_798e0a22-c21b-4ee3-b9f5-2f663aabb12f.jpg?16078887528086111488,,,,,,,,,,,,,,,,,,,oz
tag-line-id-tag-keep-calm-call-my-mom-1,,,,,,,,,No Stamping,,Add Charm,,No Birthstone,KEEPCALM-TAG-1002,14,shopify,10,deny,manual,13,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/KEEPCALM-TAG-1000_IMG3_8c564c3e-91a5-460c-af34-c480315f349e.jpg?16078887528086111488,,,,,,,,,,,,,,,,,,,oz
tag-line-id-tag-keep-calm-call-my-mom-1,,,,,,,,,No Stamping,,Add Charm,,Add Birthstone,KEEPCALM-TAG-1003,14,shopify,10,deny,manual,16,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/KEEPCALM-TAG-1000_IMG4_3de6c06f-9726-4f8f-9c4d-25b4e99ad2a1.jpg?16078887528086111488,,,,,,,,,,,,,,,,,,,oz
tag-line-id-tag-keep-calm-call-my-mom-1,,,,,,,,,Add Stamping,,No Charm,,No Birthstone,KEEPCALM-TAG-1004,14,shopify,10,deny,manual,13,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,oz
tag-line-id-tag-keep-calm-call-my-mom-1,,,,,,,,,Add Stamping,,No Charm,,Add Birthstone,KEEPCALM-TAG-1005,14,shopify,10,deny,manual,16,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,oz
tag-line-id-tag-keep-calm-call-my-mom-1,,,,,,,,,Add Stamping,,Add Charm,,No Birthstone,KEEPCALM-TAG-1006,14,shopify,10,deny,manual,16,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,oz
tag-line-id-tag-keep-calm-call-my-mom-1,,,,,,,,,Add Stamping,,Add Charm,,Add Birthstone,KEEPCALM-TAG-1007,14,shopify,9,deny,manual,19,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,oz
tag-line-id-tag-bitches-love-me,Tag Line ID Tag - Bitches Love Me,"<span>This listing is for one aluminum pet tag with a tag line. It is 1.25"" and extremely light weight for your pet's comfort. Please choose the design &amp; shape that you like from the menu. If you don't choose one, we will use the design shown in picture 1.</span><br><br><span>If you see another font or shape that you like, we are happy to custom make anything for you. Feel free to use your own creative tag line too!</span><br><br><span>To add a name &amp; phone number to the back of this tag please purchase here:</span><br><a href=""https://www.etsy.com/listing/153459818/add-on-name-phone-number-to-tag-line?ref=shop_home_active"" target=""_blank"">https://www.etsy.com/listing/153459818/add-on-name-phone-number-to-tag-line?ref=shop_home_active</a><br><br><span>Gift wrapping for this item is available here:</span><br><a href=""https://www.etsy.com/listing/153027723/gift-wrapping-add-on?ref=shop_home_active"" target=""_blank"">https://www.etsy.com/listing/153027723/gift-wrapping-add-on?ref=shop_home_active</a>",The Loving Paw,ID Tag,ID Tag,ID Tag,TRUE,Add Custom Stamping (+ $3.00),No Stamping,Add-on a Charm (+ $3.00),No Charm,Add Swarovski Crystal Birthstone Charm (+ $3.00),No Birthstone,BITCHESLVME-TAG-1000,14,shopify,10,deny,manual,10,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/BITCHESLVME-TAG-1000_IMG1_f337da96-a35e-45e9-9f0c-5773d71ddf4f.jpg?16078887528086111488,,FALSE,,,,,,,,,,,,,,,,,oz
tag-line-id-tag-bitches-love-me,,,,,,,,,No Stamping,,No Charm,,Add Birthstone,BITCHESLVME-TAG-1001,14,shopify,10,deny,manual,13,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/BITCHESLVME-TAG-1000_IMG2_35c57128-a6d2-453d-a2be-65a5a9cc96ec.jpg?16078887528086111488,,,,,,,,,,,,,,,,,,,oz
tag-line-id-tag-bitches-love-me,,,,,,,,,No Stamping,,Add Charm,,No Birthstone,BITCHESLVME-TAG-1002,14,shopify,10,deny,manual,13,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/BITCHESLVME-TAG-1000_IMG3_99da0a78-01ae-41a2-b74f-f57fefa49e52.jpg?16078887528086111488,,,,,,,,,,,,,,,,,,,oz
tag-line-id-tag-bitches-love-me,,,,,,,,,No Stamping,,Add Charm,,Add Birthstone,BITCHESLVME-TAG-1003,14,shopify,8,deny,manual,16,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/BITCHESLVME-TAG-1000_IMG4_99d73e9c-b937-4514-b48c-3fce6cbb695a.jpg?16078887528086111488,,,,,,,,,,,,,,,,,,,oz
tag-line-id-tag-bitches-love-me,,,,,,,,,Add Stamping,,No Charm,,No Birthstone,BITCHESLVME-TAG-1004,14,shopify,10,deny,manual,13,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,oz
tag-line-id-tag-bitches-love-me,,,,,,,,,Add Stamping,,No Charm,,Add Birthstone,BITCHESLVME-TAG-1005,14,shopify,10,deny,manual,16,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,oz
tag-line-id-tag-bitches-love-me,,,,,,,,,Add Stamping,,Add Charm,,No Birthstone,BITCHESLVME-TAG-1006,14,shopify,10,deny,manual,16,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,oz
tag-line-id-tag-bitches-love-me,,,,,,,,,Add Stamping,,Add Charm,,Add Birthstone,BITCHESLVME-TAG-1007,14,shopify,10,deny,manual,19,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,oz
custom-cuff-bangle-bracelet-silver-or-gold-rescue-or-adopt,Custom Cuff Bangle Bracelet - Silver or Gold - Rescue & Adopt,"This listing is for one custom hand stamped bracelet to promote animal rescue! Please choose between gold (brass) or silver (aluminum). Also, include exactly what you&#39;d like the cuff to say in the notes at check out. If not, the design in picture 1 will be used.<br /><br />The most popular choices are:<br />1. Rescue<br />2. Adopt<br /> <br />Bangle is 6&quot; long and 1/4&quot; wide. It can easily be molded for proper fit.<br /><br />TLP (The Loving Paw) is stamped on the inside of the bangle to remind you that a proceed of your purchase went to help animals in need!<br /><br />Gift wrapping for this item is available here:<br /><a href=""http://www.etsy.com/listing/153027723/gift-wrapping-add-on?ref=shop_home_active"" target=""_blank"">http://www.etsy.com/listing/153027723/gift-wrapping-add-on?ref=shop_home_active</a>",The Loving Paw,Bangle,Bangle,Bangle,TRUE,Desired Stamp,Rescue,Add-on a Charm (+ $3.00),No Charm,Add Swarovski Crystal Birthstone Charm (+ $3.00),No Birthstone,RESCUENADOPT-BANGLE-1000,14,shopify,10,deny,manual,12,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/RESCUENADOPT-BANGLE-1000_IMG1_14d865fc-8ca0-4af4-b155-e49800364776.jpg?16078887528086111488,,,,,,,,,,,,,,,,,,,oz
custom-cuff-bangle-bracelet-silver-or-gold-rescue-or-adopt,,,,,,,,,Rescue,,No Charm,,Add Birthstone,RESCUENADOPT-BANGLE-1001,14,shopify,10,deny,manual,15,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/RESCUENADOPT-BANGLE-1000_IMG2_ad848e27-96f2-4cbe-8b93-4b665c8778cc.jpg?16078887528086111488,,,,,,,,,,,,,,,,,,,oz
custom-cuff-bangle-bracelet-silver-or-gold-rescue-or-adopt,,,,,,,,,Rescue,,Add Charm,,No Birthstone,RESCUENADOPT-BANGLE-1002,14,shopify,10,deny,manual,15,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/RESCUENADOPT-BANGLE-1000_IMG3_211ace35-fa23-4a4d-853c-d7e0227be8bc.jpg?16078887528086111488,,,,,,,,,,,,,,,,,,,oz
custom-cuff-bangle-bracelet-silver-or-gold-rescue-or-adopt,,,,,,,,,Rescue,,Add Charm,,Add Birthstone,RESCUENADOPT-BANGLE-1003,14,shopify,10,deny,manual,18,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,oz
custom-cuff-bangle-bracelet-silver-or-gold-rescue-or-adopt,,,,,,,,,Adopt,,No Charm,,No Birthstone,RESCUENADOPT-BANGLE-1004,15,shopify,10,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,oz
custom-cuff-bangle-bracelet-silver-or-gold-rescue-or-adopt,,,,,,,,,Adopt,,No Charm,,Add Birthstone,RESCUENADOPT-BANGLE-1005,16,shopify,10,deny,manual,15,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,oz
custom-cuff-bangle-bracelet-silver-or-gold-rescue-or-adopt,,,,,,,,,Adopt,,Add Charm,,No Birthstone,RESCUENADOPT-BANGLE-1006,17,shopify,10,deny,manual,15,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,oz
custom-cuff-bangle-bracelet-silver-or-gold-rescue-or-adopt,,,,,,,,,Adopt,,Add Charm,,Add Birthstone,RESCUENADOPT-BANGLE-1007,18,shopify,10,deny,manual,18,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,oz
custom-cuff-bangle-bracelet-silver-or-gold-add-your-pet's-name,Custom Cuff Bangle Bracelet - Add Your Pet's name - Silver or Gold,"This listing is for one custom bangle, personalized with your pet&#39;s name. Can include up to 6 pets. It is 6&quot; long and 1/4&quot; wide. It can easily be molded for proper fit. It is available in silver (aluminum) and gold (brass).<br /><br />Please include your pet(s) name(s) and choose the metal that you&#39;d like from the menu. <br /><br />TLP (The Loving Paw) is stamped on the inside of the bangle to remind you that a portion of your purchase went to charity!<br /><br />If there is something that you would like that you don&#39;t see, please feel free to message me. I would be happy to work with you to create a custom piece.<br /><br />Gift wrapping is available for this item here:<br /><a href=""http://www.etsy.com/listing/153027723/gift-wrapping-add-on?ref=shop_home_active"" target=""_blank"">http://www.etsy.com/listing/153027723/gift-wrapping-add-on?ref=shop_home_active</a>     ",The Loving Paw,Bangle,Bangle,Bangle,TRUE,Color,Silver,Add-on a Charm (+ $3.00),No Charm,Add Swarovski Crystal Birthstone Charm (+ $3.00),No Birthstone,PETSNAME-BANGLE-1000,14,shopify,10,deny,manual,14,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/PETSNAME-BANGLE-1000_IMG1_501df027-de73-42b8-bd08-4c2ec093f40c.jpg?16078887528086111488,,,,,,,,,,,,,,,,,,,oz
custom-cuff-bangle-bracelet-silver-or-gold-add-your-pet's-name,,,,,,,,,Silver,,No Charm,,Add Birthstone,PETSNAME-BANGLE-1001,14,shopify,10,deny,manual,17,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/PETSNAME-BANGLE-1000_IMG2_4d649183-89f4-4f6c-93de-fa8ab911df9d.jpg?16078887528086111488,,,,,,,,,,,,,,,,,,,oz
custom-cuff-bangle-bracelet-silver-or-gold-add-your-pet's-name,,,,,,,,,Silver,,Add Charm,,No Birthstone,PETSNAME-BANGLE-1002,15,shopify,11,deny,manual,17,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/PETSNAME-BANGLE-1000_IMG3_b1811cc3-a9e1-4caa-a93c-9a43c5ccf509.jpg?16078887528086111488,,,,,,,,,,,,,,,,,,,oz
custom-cuff-bangle-bracelet-silver-or-gold-add-your-pet's-name,,,,,,,,,Silver,,Add Charm,,Add Birthstone,PETSNAME-BANGLE-1003,16,shopify,12,deny,manual,20,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/PETSNAME-BANGLE-1000_IMG4_1553a114-f3a9-43c6-9b65-ca563d8b35ec.jpg?16078887528086111488,,,,,,,,,,,,,,,,,,,oz
custom-cuff-bangle-bracelet-silver-or-gold-add-your-pet's-name,,,,,,,,,Gold,,No Charm,,No Birthstone,PETSNAME-BANGLE-1004,17,shopify,13,deny,manual,14,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/PETSNAME-BANGLE-1000_IMG5_07d97146-ad52-4d2d-b4e8-c0919632216d.jpg?16078887528086111488,,,,,,,,,,,,,,,,,,,oz
custom-cuff-bangle-bracelet-silver-or-gold-add-your-pet's-name,,,,,,,,,Gold,,No Charm,,Add Birthstone,PETSNAME-BANGLE-1005,18,shopify,14,deny,manual,17,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,oz
custom-cuff-bangle-bracelet-silver-or-gold-add-your-pet's-name,,,,,,,,,Gold,,Add Charm,,No Birthstone,PETSNAME-BANGLE-1006,19,shopify,15,deny,manual,17,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,oz
custom-cuff-bangle-bracelet-silver-or-gold-add-your-pet's-name,,,,,,,,,Gold,,Add Charm,,Add Birthstone,PETSNAME-BANGLE-1007,20,shopify,16,deny,manual,20,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,oz
hand-stamped-I-rescued-them-ID-tag,Hand Stamped I Rescued Them Pet ID Tag,"18G Copper 1&quot; x 1 1/4&quot; doghouse. It can be worn by itself or added to your pet&#39;s current tags. Please specify if you&#39;d like the tag to say:<br /><br />• them<br />• him<br />• her<br />• other (please include)<br /><br />If there is something that you would like that you don&#39;t see, please feel free to message me. I would be happy to work with you to create a custom piece.<br /><br />* A percentage of each order goes to animal rescue organizations *<br /><br />Gift wrapping for this item is available here:<br /><a href=""http://www.etsy.com/listing/153027723/gift-wrapping-add-on?ref=shop_home_active"" target=""_blank"">http://www.etsy.com/listing/153027723/gift-wrapping-add-on?ref=shop_home_active</a> ",The Loving Paw,ID Tag,ID Tag,ID Tag,TRUE,Desired Stamp,"""i  rescued them""",Add-on a Charm (+ $3.00),No Charm,Add Swarovski Crystal Birthstone Charm (+ $3.00),No Birthstone,IRESCUEDTHEM-TAG-1000,14,shopify,10,deny,manual,12,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/IRESCUEDTHEM-TAG-1000_IMG1_05a1931b-6ddb-49ab-b2de-2f3291f80de1.jpg?16078887528086111488,,,,,,,,,,,,,,,,,,,oz
hand-stamped-I-rescued-them-ID-tag,,,,,,,,,"""i  rescued them""",,No Charm,,Add Birthstone,IRESCUEDTHEM-TAG-1001,14,shopify,10,deny,manual,15,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/IRESCUEDTHEM-TAG-1000_IMG2_5b2fd468-85d9-4279-b55a-600af09edf1e.jpg?16078887528086111488,,,,,,,,,,,,,,,,,,,oz
hand-stamped-I-rescued-them-ID-tag,,,,,,,,,"""i  rescued them""",,Add Charm,,No Birthstone,IRESCUEDTHEM-TAG-1002,14,shopify,10,deny,manual,15,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/IRESCUEDTHEM-TAG-1000_IMG3_c11e7117-4491-411f-bb2d-b51d8210f906.jpg?16078887528086111488,,,,,,,,,,,,,,,,,,,oz
hand-stamped-I-rescued-them-ID-tag,,,,,,,,,"""i  rescued them""",,Add Charm,,Add Birthstone,IRESCUEDTHEM-TAG-1003,14,shopify,10,deny,manual,18,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/IRESCUEDTHEM-TAG-1000_IMG4_015954a2-a332-4fca-a197-1bfe73f1b07d.jpg?16078887528086111488,,,,,,,,,,,,,,,,,,,oz
hand-stamped-I-rescued-them-ID-tag,,,,,,,,,"""i  rescued him""",,No Charm,,No Birthstone,IRESCUEDTHEM-TAG-1004,14,shopify,10,deny,manual,12,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/IRESCUEDTHEM-TAG-1000_IMG5_57497cd7-62ce-4602-9393-9734a98c91b6.jpg?16078887528086111488,,,,,,,,,,,,,,,,,,,oz
hand-stamped-I-rescued-them-ID-tag,,,,,,,,,"""i  rescued him""",,No Charm,,Add Birthstone,IRESCUEDTHEM-TAG-1005,14,shopify,10,deny,manual,15,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,oz
hand-stamped-I-rescued-them-ID-tag,,,,,,,,,"""i  rescued him""",,Add Charm,,No Birthstone,IRESCUEDTHEM-TAG-1006,14,shopify,10,deny,manual,15,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,oz
hand-stamped-I-rescued-them-ID-tag,,,,,,,,,"""i  rescued him""",,Add Charm,,Add Birthstone,IRESCUEDTHEM-TAG-1007,14,shopify,10,deny,manual,18,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,oz
hand-stamped-I-rescued-them-ID-tag,,,,,,,,,"""i  rescued her""",,No Charm,,No Birthstone,IRESCUEDTHEM-TAG-1008,14,shopify,10,deny,manual,12,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,oz
hand-stamped-I-rescued-them-ID-tag,,,,,,,,,"""i  rescued her""",,No Charm,,Add Birthstone,IRESCUEDTHEM-TAG-1009,14,shopify,10,deny,manual,15,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,oz
hand-stamped-I-rescued-them-ID-tag,,,,,,,,,"""i  rescued her""",,Add Charm,,No Birthstone,IRESCUEDTHEM-TAG-1010,14,shopify,10,deny,manual,15,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,oz
hand-stamped-I-rescued-them-ID-tag,,,,,,,,,"""i  rescued her""",,Add Charm,,Add Birthstone,IRESCUEDTHEM-TAG-1011,14,shopify,10,deny,manual,18,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,oz
add-on-charm,Add-On Charm,This listing is for one charm to be added to your order with The Loving Paw. Make your pet feel special by adding a special piece to their tag!<br /><br />Please choose the charm that you&#39;d like from the drop-down menu.<br /><br />This item can only be added with the purchase of a tag or bracelet.,The Loving Paw,Charm,Charm,Charm,TRUE,Select a Charm,Baseball,,,,,ADD-ON-CHARM-1000,14,shopify,10,deny,manual,3,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/ADD-ON-CHARM-1000_IMG1_07e5885a-8983-4d50-8890-c6c11f9f7b63.jpg?16078887528086111488,,,,,,,,,,,,,,,,,,,oz
add-on-charm,,,,,,,,,Baseball Hat,,,,,ADD-ON-CHARM-1001,14,shopify,10,deny,manual,3,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/ADD-ON-CHARM-1000_IMG2_7ccf4534-fbcd-47f9-81a6-7c66c945705e.jpg?16078887528086111488,,,,,,,,,,,,,,,,,,,oz
add-on-charm,,,,,,,,,Top Dog Bone,,,,,ADD-ON-CHARM-1002,14,shopify,10,deny,manual,3,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/ADD-ON-CHARM-1000_IMG3_4cce6260-8705-4796-91ac-e15cc56e5fef.jpg?16078887528086111488,,,,,,,,,,,,,,,,,,,oz
add-on-charm,,,,,,,,,Silver Dog Bone,,,,,ADD-ON-CHARM-1003,14,shopify,10,deny,manual,3,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/ADD-ON-CHARM-1000_IMG4_bd9438fc-59cf-45e5-8456-7c44fc0fb850.jpg?16078887528086111488,,,,,,,,,,,,,,,,,,,oz
add-on-charm,,,,,,,,,Fish Bone,,,,,ADD-ON-CHARM-1004,14,shopify,10,deny,manual,3,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,oz
swarovski-crystal-birthstone-add-on-charm,Swarovski Crystal Birthstone Add-On Charm,This listing is for one birthstone charm to be added to your order with The Loving Paw. Make your pet feel special by adding their special crystal to their tag!<br /><br />Please choose the month&#39;s color that you&#39;d like from the drop-down menu.<br /><br />This item can only be added with the purchase of a tag or bracelet.,The Loving Paw,Charm,Charm,Charm,TRUE,Select Birthstone Charm,January - Garnet,,,,,BIRTHSTONE-CHARM-1000,14,shopify,10,deny,manual,3,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0760/5531/files/BIRTHSTONE-CHARM-1000_IMG1_429b5bc6-13be-4282-9813-0e35fe0ae551.jpg?16078887528086111488,,,,,,,,,,,,,,,,,,,oz
